date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,clean_review,sentiment
########,Under concern eye mouth.,Short worker without nearly goal design too everything. Picture professional rather plan player maybe mouth different identify series experience under.,1,kathryn21,162,151,Amazon,ar,Hungary,4.3.5,No,short worker without nearly goal design everything picture professional rather plan player maybe mouth different identify series experience,negative
########,Leader rich dream line.,Wind improve player peace catch people your outside rule watch foot. Coach personal range weight age over smile hope memory cover.,4,marcuscarter,47,130,Website,ja,Uganda,1.9.4,Yes,wind improve player peace catch people outside rule watch foot coach personal range weight age smile hope memory cover,positive
03-02-2025 00:00,Positive move agency lose rise fall huge state.,Officer learn raise kitchen drop computer left political. Study the training each reveal attorney security radio image mind like history situation whatever third Mr.,1,coxjennifer,21,165,Amazon,fr,Madagascar,4.2.6,No,officer learn raise kitchen drop computer left political study training reveal attorney security radio image mind like history situation whatever third mr,negative
07-02-2025 00:00,Challenge eye determine he.,Investment buy certainly energy stay send born college include fund tree. Decide best politics available tonight man each employee far know skin record nothing organization.,3,jennifer42,27,173,Google Play,en,Mongolia,3.7.5,No,investment buy certainly energy stay send born college include fund tree decide best politics available tonight man employee far know skin record nothing organization,neutral
########,Image peace color general choose system fire.,Little key far season reason chair factor his PM. Surface on chance activity hair meet thank.,1,nicholas72,33,93,Google Play,fr,Trinidad and Tobago,4.7.8,No,little key far season reason chair factor pm surface chance activity hair meet thank,negative
########,Suggest Mrs bag something land mission each.,Compare today add water garden finally difference everything sing smile practice ground. Notice police activity second standard skin together scientist hair allow phone weight medical even.,1,hannahcurtis,6,189,Google Play,zh,Ecuador,5.1.9,No,compare today add water garden finally difference everything sing smile practice ground notice police activity second standard skin together scientist hair allow phone weight medical even,negative
########,Between operation our feel act.,Concern without entire everyone sea safe true town car few debate. One ok less Mr sit five plant cultural bring bar.,4,hcallahan,3,116,Amazon,ja,Saint Helena,4.1.8,Yes,concern without entire everyone sea safe true town car debate one ok less mr sit five plant cultural bring bar,positive
03-07-2025 00:00,Assume it fight understand.,Since crime south pass lead a senior over manage computer medical. Exist population enough mother game question me personal born series consider according throw meeting many.,5,rpeterson,133,174,Flipkart,ja,Martinique,2.2.4,No,since crime south pas lead senior manage computer medical exist population enough mother game question personal born series consider according throw meeting many,positive
########,He fill risk stop firm.,Cover board discussion film figure short line range. Decision public food court how commercial citizen production for might listen organization indicate risk director enjoy.,3,ronald66,126,173,Flipkart,es,Albania,2.6.4,No,cover board discussion film figure short line range decision public food court commercial citizen production might listen organization indicate risk director enjoy,neutral
########,Blood during for look return.,Area impact position cause lead ever stand dark product eight strategy. Focus so for nice current Democrat me.,3,ccrane,123,110,Google Play,zh,Slovakia (Slovak Republic),3.3.7,Yes,area impact position cause lead ever stand dark product eight strategy focus nice current democrat,neutral
05-06-2025 00:00,Foreign national produce news stage.,Reach training main exactly parent heart big policy everybody hard. Book care seek foot simple including charge character federal customer because.,4,taylorkayla,27,147,Flipkart,hi,Trinidad and Tobago,1.6.5,No,reach training main exactly parent heart big policy everybody hard book care seek foot simple including charge character federal customer,positive
########,Not yet where.,Whatever guess significant section Democrat fly direction gun current will. Effort section age budget improve how main answer more tree mention.,3,kristy74,112,144,Amazon,ja,Montserrat,5.2.4,No,whatever guess significant section democrat fly direction gun current effort section age budget improve main answer tree mention,neutral
########,Practice authority possible fund.,Same north wind sister mother sometimes. Off life practice course authority range stand letter.,5,zpreston,177,95,Flipkart,ar,Montserrat,3.2.6,No,north wind sister mother sometimes life practice course authority range stand letter,positive
########,Music west force firm.,Perhaps hope across follow character talk. Purpose force leader program show off great they test check significant deal consider ago own suddenly.,3,dominiqueharris,188,146,App Store,pt,Central African Republic,2.5.6,No,perhaps hope across follow character talk purpose force leader program show great test check significant deal consider ago suddenly,neutral
########,Clear decide wait scientist.,Do turn sign agree there want but way agent. Herself land human day herself sport behavior compare tree right.,4,kara56,93,110,Google Play,pt,Comoros,2.9.8,Yes,turn sign agree want way agent land human day sport behavior compare tree right,positive
########,Role today animal suggest concern.,Son growth effort born lead account sound. Which beyond growth finally assume watch present director red practice special then administration.,5,andersoneric,6,142,App Store,de,Puerto Rico,4.4.1,No,son growth effort born lead account sound beyond growth finally assume watch present director red practice special administration,positive
########,Marriage fill personal.,Article sort term produce he increase. Information company million character speak protect half understand skill.,4,christy00,35,113,Amazon,de,Greenland,3.2.6,No,article sort term produce increase information company million character speak protect half understand skill,positive
09-01-2024 00:00,Light total campaign prevent half party respond.,Alone the trial another help out modern citizen address today begin write. Why less indeed together key tax speak a.,1,kvasquez,114,116,Website,ar,Congo,5.6.8,No,alone trial another help modern citizen address today begin write less indeed together key tax speak,negative
########,Foreign hear certainly say.,Method south central process sea response executive past. Difficult continue process forget wind property mind officer third service.,5,adkinslauren,9,133,Amazon,ru,Niue,5.1.1,Yes,method south central process sea response executive past difficult continue process forget wind property mind officer third service,positive
########,Effort southern maintain nature.,Woman add play structure down however activity lose. Could thank wife if yeah law enjoy key seat pretty method front.,3,barnettmatthew,42,117,Website,en,Malaysia,5.6.5,No,woman add play structure however activity lose could thank wife yeah law enjoy key seat pretty method front,neutral
########,Consumer star those memory center quite simply.,Site interview agent myself behind window. Build require call girl laugh network vote whom.,1,jessicagomez,2,91,Google Play,hi,Nepal,2.8.8,Yes,site interview agent behind window build require call girl laugh network vote,negative
########,Interest dark any wide husband hope miss instead.,None most another mouth much really young. Hear beyond close plant peace successful seem charge walk.,4,imcdonald,95,101,App Store,ar,Saint Helena,5.8.2,No,none another mouth much really young hear beyond close plant peace successful seem charge walk,positive
########,Strong audience white everybody throughout.,A edge new find type party where arrive improve. Lose civil will with within hospital city industry option.,1,barberbrenda,123,107,Google Play,hi,Peru,4.1.1,Yes,edge new find type party arrive improve lose civil within hospital city industry option,negative
########,Letter one then reality some serve different billion.,Kitchen public set action bring find bill pick. Discussion just state must particular child they senior result themselves we American study eight.,3,john76,79,146,Amazon,ar,Italy,2.8.7,No,kitchen public set action bring find bill pick discussion state must particular child senior result american study eight,neutral
06-04-2024 00:00,Parent not parent that property among blue.,Tend exactly right every edge meet information. Work bar big south drug manager opportunity program billion sit remain.,4,johnstondavid,24,119,App Store,ar,Serbia,3.1.4,Yes,tend exactly right every edge meet information work bar big south drug manager opportunity program billion sit remain,positive
########,Piece forget factor.,Oil remember page spring responsibility always positive key leave tell. Vote spend physical sing protect agent note.,1,upham,5,116,Amazon,es,Korea,2.3.8,Yes,oil remember page spring responsibility always positive key leave tell vote spend physical sing protect agent note,negative
########,Goal Mrs source whole first figure.,Grow raise good whole everybody situation foot recognize play. Decide side natural focus husband give spring suddenly task.,5,fowlerlawrence,40,123,Amazon,ru,Luxembourg,4.7.3,No,grow raise good whole everybody situation foot recognize play decide side natural focus husband give spring suddenly task,positive
########,Cup bed our theory.,Series dark task magazine front just guess city. Follow born ok training record night series Mrs huge.,2,jphelps,47,102,App Store,ja,Saint Barthelemy,1.9.3,No,series dark task magazine front guess city follow born ok training record night series mr huge,negative
########,Father who tax.,Government card history suddenly save theory sometimes party wife food different step. Nature property event manager street work early difficult possible democratic.,5,amassey,109,165,App Store,en,Micronesia,2.3.4,Yes,government card history suddenly save theory sometimes party wife food different step nature property event manager street work early difficult possible democratic,positive
########,Remain movement bit step direction give reduce.,Court control million hundred offer total hit end someone hair soon issue hair. Floor ground when care team worry east Mrs can wonder.,5,stevenandrews,26,134,Website,fr,Austria,3.5.3,No,court control million hundred offer total hit end someone hair soon issue hair floor ground care team worry east mr wonder,positive
########,Form now then watch certain.,Just opportunity ask yet against large practice time live relationship as great western. Now water road require make region wall worry Democrat laugh Mrs.,1,michelle90,67,154,App Store,ru,Rwanda,3.9.6,No,opportunity ask yet large practice time live relationship great western water road require make region wall worry democrat laugh mr,negative
07-03-2024 00:00,Recent catch gas benefit great religious.,Onto simple audience as including claim create woman similar writer. Ahead up rock forward behind idea red rate source.,5,victor24,29,119,Amazon,zh,Iran,4.9.2,No,onto simple audience including claim create woman similar writer ahead rock forward behind idea red rate source,positive
########,Wish best raise choice hear.,Goal positive bank later behind election these article. Arrive health collection white more above his agree toward nor teacher western country per consider.,5,patriciamccarthy,151,156,Google Play,fr,Turkmenistan,3.1.3,No,goal positive bank later behind election article arrive health collection white agree toward teacher western country per consider,positive
